id	filename	md5	size	state
41975865-b720-4308-aaec-7ef476be4fc8	41975865-b720-4308-aaec-7ef476be4fc8/1e12dec8-f61e-4e21-a485-8ecad1f39279.wxs.aliquot_ensemble_masked.maf.gz	52ed310b0d0de542ecf864fe491e5221	14896	validated
460a0da3-7395-4d1b-854e-54fba50594fa	460a0da3-7395-4d1b-854e-54fba50594fa/e326ec8a-f407-40bb-85ae-0cfd784c71ff.wxs.aliquot_ensemble_masked.maf.gz	d77805055120fe78f49e6e5e84715796	13772	validated
46e92822-8430-437a-a670-6432e2eed044	46e92822-8430-437a-a670-6432e2eed044/6be360d8-efc5-49dd-b117-c43fc7bf9ca8.wxs.aliquot_ensemble_masked.maf.gz	8e4dbcdf479825f7b61eb8559edde3ab	306483	validated
4996a260-1164-4ce4-ae4d-91fe61e374b6	4996a260-1164-4ce4-ae4d-91fe61e374b6/bcc976ae-ddc5-4b18-903f-12c614225e06.wxs.aliquot_ensemble_masked.maf.gz	755b6308d6e5c4aab85128acc59fab02	15389	validated
4be772ed-6f3d-4f0d-90bc-869a6154371e	4be772ed-6f3d-4f0d-90bc-869a6154371e/3b0a3bc2-5b72-45bf-87d5-432378f82577.wxs.aliquot_ensemble_masked.maf.gz	a8c680e2587502ff927279e9d91041ac	17522	validated
5b966566-3e8f-4c95-8013-2b020c41192e	5b966566-3e8f-4c95-8013-2b020c41192e/03c8e108-6d20-4387-b49a-bb4f6bb25977.wxs.aliquot_ensemble_masked.maf.gz	ccffac46ed021e85e985c8ad4731f83a	14199	validated
6036ef68-617c-4fe3-9156-15f8b50aa434	6036ef68-617c-4fe3-9156-15f8b50aa434/9e373d49-d197-47a5-8d35-efdcea71e161.wxs.aliquot_ensemble_masked.maf.gz	dcc34d20c1ace946b4920fe0589f6c38	16489	validated
69603314-1d7f-4690-b636-7af3facf4ef6	69603314-1d7f-4690-b636-7af3facf4ef6/0dbb2c09-c581-45fd-a403-6b9fbda5bba6.wxs.aliquot_ensemble_masked.maf.gz	d97cfe0986c60d00165d3d5e053bfe60	23622	validated
74833419-250c-4500-a4fd-8e7d4353ff6c	74833419-250c-4500-a4fd-8e7d4353ff6c/60cafd89-242d-4328-8a8e-a26c84cc53d7.wxs.aliquot_ensemble_masked.maf.gz	7dc2436f25887bc355b221a18f59ff43	9870	validated
7a55d8f8-35b0-4fa9-8bd2-3f99196d952a	7a55d8f8-35b0-4fa9-8bd2-3f99196d952a/8cdf8fd7-f485-4c2c-b49a-4310417abf1b.wxs.aliquot_ensemble_masked.maf.gz	a83125a6e2266e47a4e5efa3980b8e21	17081	validated
7c5fdd72-3106-4fc8-abed-353a8439cf81	7c5fdd72-3106-4fc8-abed-353a8439cf81/a79f8ecc-d508-48e5-8919-d4a44ec87bd6.wxs.aliquot_ensemble_masked.maf.gz	c6c1890ac05577df229347849dd1a379	13704	validated
7f829552-f788-4b99-aada-97a7c2608fbc	7f829552-f788-4b99-aada-97a7c2608fbc/d62db753-3b1d-4647-92f1-d97fda231b7b.wxs.aliquot_ensemble_masked.maf.gz	9e730e9db6e76c6c293d47535009a75a	11482	validated
835879ba-0c62-4009-824e-a8899958926f	835879ba-0c62-4009-824e-a8899958926f/d0774742-cc0f-460e-9ac4-d8422dcec40c.wxs.aliquot_ensemble_masked.maf.gz	99476b85bb54d0c2672da2fed4ff1940	18731	validated
86e15bb0-bdca-484e-97de-d8a0340d277b	86e15bb0-bdca-484e-97de-d8a0340d277b/e36402bb-f452-4847-9b90-47c3fdbf17a2.wxs.aliquot_ensemble_masked.maf.gz	953d6a303af9ed12b3f89ff442b09b62	14800	validated
894f0fad-fa28-460c-85ea-f46e650e3bc0	894f0fad-fa28-460c-85ea-f46e650e3bc0/4134e925-4535-40c5-8702-8efa7d929284.wxs.aliquot_ensemble_masked.maf.gz	7dc658cea6aebafbd8c9a3e3b5a31f12	16201	validated
8cb81ed4-48fc-4f5f-9fb4-00712ad7bd5e	8cb81ed4-48fc-4f5f-9fb4-00712ad7bd5e/bb7c5d7d-a9a7-4db7-9ac5-43d3264c2de4.wxs.aliquot_ensemble_masked.maf.gz	3d17f54eac680ff0fc42b057be4bf980	11591	validated
8f6b7faf-1159-4719-a295-181be37460d0	8f6b7faf-1159-4719-a295-181be37460d0/43ac6ac2-6545-4a6b-9817-ec62e3438724.wxs.aliquot_ensemble_masked.maf.gz	b09091176dd20c572013d43df2014bbe	29399	validated
9c56ee13-1990-4ecb-865f-1a1f764e0fd3	9c56ee13-1990-4ecb-865f-1a1f764e0fd3/5a836c35-5740-4af5-bf03-a38ade3ee4a7.wxs.aliquot_ensemble_masked.maf.gz	e3766e18375112f885d88117bf61e4b0	19921	validated
9c6c7b00-a158-473b-b196-0d4f97a6cd88	9c6c7b00-a158-473b-b196-0d4f97a6cd88/98648c27-6e67-4ddc-8337-7acdd38d68bb.wxs.aliquot_ensemble_masked.maf.gz	9dc47cea2fa69ed446e0e875df77418f	15738	validated
9fd88dd5-4f9b-4096-a1e0-e3d1aa06ead6	9fd88dd5-4f9b-4096-a1e0-e3d1aa06ead6/69aa7c3e-6396-424f-a78a-56f87f26d927.wxs.aliquot_ensemble_masked.maf.gz	7bf9510998d774c2bc883161852c9f01	19004	validated
a82d6a7f-b4ba-4d8a-ad43-7e29bf0ade9c	a82d6a7f-b4ba-4d8a-ad43-7e29bf0ade9c/53f84be4-d5b9-483b-858b-62c1368f8eb5.wxs.aliquot_ensemble_masked.maf.gz	81ddaa3337d04c6b8f4f0861b3ab4b9d	12004	validated
a9020f8f-05eb-4247-9d4b-bc7232690e53	a9020f8f-05eb-4247-9d4b-bc7232690e53/4027a755-e540-4790-8768-a58ddabbe2ad.wxs.aliquot_ensemble_masked.maf.gz	183170c00b8d2e15a9666fc620644734	14530	validated
a95c7f26-3d28-498b-b7e2-f13702f4c9d8	a95c7f26-3d28-498b-b7e2-f13702f4c9d8/1152fb45-8b6b-495b-867b-2df50f9b17b7.wxs.aliquot_ensemble_masked.maf.gz	5f72ba4553d9073ee4b7520b3178eef9	9754	validated
ab88156f-b729-4d9f-8125-25e18c68c044	ab88156f-b729-4d9f-8125-25e18c68c044/2283b532-8741-4b66-822d-87e5d4d1c6ff.wxs.aliquot_ensemble_masked.maf.gz	b8948c26dfd61e7db20292f9e79acc3a	13794	validated
aeeb952d-de53-4c63-b836-2a45710b6f5c	aeeb952d-de53-4c63-b836-2a45710b6f5c/68c4018b-fc71-43ee-ba2f-f4d85e5bcdb6.wxs.aliquot_ensemble_masked.maf.gz	e1f2ecebd58e6f57e875d22a35852ab0	19535	validated
ba14517a-afdb-4848-879e-a0d21fa1cef1	ba14517a-afdb-4848-879e-a0d21fa1cef1/aacae37b-9d23-4cf6-a2d9-a25095171c32.wxs.aliquot_ensemble_masked.maf.gz	a804a94e1d0d9a625a2d83755fdcc8a9	8428	validated
c07bee4e-ba34-4eb0-8d6e-f37ab4b193cd	c07bee4e-ba34-4eb0-8d6e-f37ab4b193cd/2c97f41f-07ed-40a3-82e6-7caaf3c8d34a.wxs.aliquot_ensemble_masked.maf.gz	945210640b6e3deeddbababa575ab4a0	2662	validated
c1a6d1bc-2a16-435c-842c-22cf66d5c1a0	c1a6d1bc-2a16-435c-842c-22cf66d5c1a0/4730e7df-a338-4d04-9343-cf35813f54d0.wxs.aliquot_ensemble_masked.maf.gz	1f66c23fcaae50925ae3db174828716b	13647	validated
c1fdace8-fae2-4514-950b-fe18052b87fb	c1fdace8-fae2-4514-950b-fe18052b87fb/64fcf074-5c6e-4607-90d1-dc45d3ee3688.wxs.aliquot_ensemble_masked.maf.gz	5def217e69ff5219ac48f5df65fff753	15454	validated
c3d4ce1e-167a-4ceb-aa86-05b7ad94aece	c3d4ce1e-167a-4ceb-aa86-05b7ad94aece/30cab568-9509-44a7-9a76-13ecabc285f7.wxs.aliquot_ensemble_masked.maf.gz	b44b994d74495dbfa6b941302d1ce9ae	8315	validated
ca5bad7a-21bc-4187-a040-35efdf4a2b21	ca5bad7a-21bc-4187-a040-35efdf4a2b21/de596727-49a8-4fe9-b963-cfb0443c5bf2.wxs.aliquot_ensemble_masked.maf.gz	7afa38a2309e262440a1e2d56e89d68a	256583	validated
d16f2138-9e3e-476e-88d6-6bcbaec87038	d16f2138-9e3e-476e-88d6-6bcbaec87038/e058776e-c4b8-4f6b-8785-5924f1785499.wxs.aliquot_ensemble_masked.maf.gz	3807c25283b472fe1c4f5f5a21e4af30	11188	validated
d8b95f89-437a-47a3-910e-578a681b43ce	d8b95f89-437a-47a3-910e-578a681b43ce/81a2b4f4-03a7-4a04-8a70-d890d2e3c68d.wxs.aliquot_ensemble_masked.maf.gz	ce6833bec31f2c4df38d2834e3be8534	38371	validated
da6cf7e2-4e2a-48a9-bd70-7a2f647345c9	da6cf7e2-4e2a-48a9-bd70-7a2f647345c9/47e6fde3-36b7-4282-9b6c-3671ab0c3c97.wxs.aliquot_ensemble_masked.maf.gz	5ae905ed8f38b3435812dd967517487b	21578	validated
e0d21c1a-de6e-4184-b039-d0f4237102c9	e0d21c1a-de6e-4184-b039-d0f4237102c9/da0c9da5-e9f9-451d-92d7-b4e98432a76e.wxs.aliquot_ensemble_masked.maf.gz	a81fde907e11661f84f329d28afa49d4	15161	validated
e7b9b88e-aeb3-4a98-892d-cd55d50dba70	e7b9b88e-aeb3-4a98-892d-cd55d50dba70/2a953d8d-9f5a-477f-b51f-ca25cda8790a.wxs.aliquot_ensemble_masked.maf.gz	516efc679e02c9dbeebda3df902945f2	16591	validated
e887e862-3fd7-4bfa-8189-ba418c00b592	e887e862-3fd7-4bfa-8189-ba418c00b592/a167037f-1334-42b9-973b-9b17066fff08.wxs.aliquot_ensemble_masked.maf.gz	200b3b814f307be371717b129ba21909	3028	validated
f2f3da50-ab79-4ee8-a389-0cd2210a276c	f2f3da50-ab79-4ee8-a389-0cd2210a276c/4cdc419a-8f7e-498b-9068-6413f3ab5f99.wxs.aliquot_ensemble_masked.maf.gz	9534726e307b6f71618d8bd8985b3f94	21545	validated
fb1b7575-b48e-491b-b72a-86943e73b6d5	fb1b7575-b48e-491b-b72a-86943e73b6d5/8691804e-6855-4461-b29f-0d19a377860c.wxs.aliquot_ensemble_masked.maf.gz	186fff6c08a238340c4e027cf291ab17	14138	validated
fd128b41-5611-4be3-97ab-6cd5f5dc32e1	fd128b41-5611-4be3-97ab-6cd5f5dc32e1/01c173f8-c244-442f-b58a-dd150d7da9ea.wxs.aliquot_ensemble_masked.maf.gz	d8944da806cf3fdb9cc36ff5929cd5c1	16939	validated
ffda4d67-328a-488e-bc4a-2dd91ce7a727	ffda4d67-328a-488e-bc4a-2dd91ce7a727/7ca1adbc-7a68-47f1-a217-1d1159f245d4.wxs.aliquot_ensemble_masked.maf.gz	2d23913f054330c511af31b125138f80	18595	validated
