"id","file_name","data_category","platform","file_id","experimental_strategy","project","Sample_Label","Array","Slide","Basename"
"09659459-843a-46b8-ac2c-37b52a7f6db3","8784241020_R01C01_Red.idat","Raw microarray data","Illumina Human Methylation 450","09659459-843a-46b8-ac2c-37b52a7f6db3","Methylation array","TCGA-LUSC","Primary_Tumor","R01C01","8784241020","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/8784241020_R01C01"
"fa470308-1af5-4bc7-a6e1-a4e133f32811","6042308087_R03C02_Grn.idat","Raw microarray data","Illumina Human Methylation 450","fa470308-1af5-4bc7-a6e1-a4e133f32811","Methylation array","TCGA-LUSC","Primary_Tumor","R03C02","6042308087","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/6042308087_R03C02"
"10702080-c3a6-45f4-a5f4-91145dda3da5","6055424084_R06C01_Grn.idat","Raw microarray data","Illumina Human Methylation 450","10702080-c3a6-45f4-a5f4-91145dda3da5","Methylation array","TCGA-LUSC","Primary_Tumor","R06C01","6055424084","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/6055424084_R06C01"
"01bc5ae2-6b0c-4e91-ba29-b2c8fcc9e9f6","8784241001_R05C02_Grn.idat","Raw microarray data","Illumina Human Methylation 450","01bc5ae2-6b0c-4e91-ba29-b2c8fcc9e9f6","Methylation array","TCGA-LUSC","Primary_Tumor","R05C02","8784241001","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/8784241001_R05C02"
"64c2549a-194a-401d-a3ce-2b9b907be224","6264496026_R03C01_Grn.idat","Raw microarray data","Illumina Human Methylation 450","64c2549a-194a-401d-a3ce-2b9b907be224","Methylation array","TCGA-LUSC","Primary_Tumor","R03C01","6264496026","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/6264496026_R03C01"
"2a6391c8-865f-4aa4-a07e-016c1f6af530","9283265142_R02C01_Red.idat","Raw microarray data","Illumina Human Methylation 450","2a6391c8-865f-4aa4-a07e-016c1f6af530","Methylation array","TCGA-LUSC","Primary_Tumor","R02C01","9283265142","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/9283265142_R02C01"
"8235cf06-0839-4667-8b71-83a7c843fc5b","6285633079_R01C01_Red.idat","Raw microarray data","Illumina Human Methylation 450","8235cf06-0839-4667-8b71-83a7c843fc5b","Methylation array","TCGA-LUSC","Primary_Tumor","R01C01","6285633079","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/6285633079_R01C01"
"ebc183b8-60c2-418b-9306-7aee59f74482","9283265127_R05C02_Red.idat","Raw microarray data","Illumina Human Methylation 450","ebc183b8-60c2-418b-9306-7aee59f74482","Methylation array","TCGA-LUSC","Primary_Tumor","R05C02","9283265127","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/9283265127_R05C02"
"70817e75-e990-4d07-9df3-e1cf5b40b2e7","8784241048_R06C02_Red.idat","Raw microarray data","Illumina Human Methylation 450","70817e75-e990-4d07-9df3-e1cf5b40b2e7","Methylation array","TCGA-LUSC","Primary_Tumor","R06C02","8784241048","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/8784241048_R06C02"
"a848a108-34f1-4a4a-a058-cce39f54165a","9305216133_R02C01_Grn.idat","Raw microarray data","Illumina Human Methylation 450","a848a108-34f1-4a4a-a058-cce39f54165a","Methylation array","TCGA-LUSC","Primary_Tumor","R02C01","9305216133","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/9305216133_R02C01"
"da91de9c-8bdf-4855-be3d-d3960b6fe1fc","6055424054_R02C02_Red.idat","Raw microarray data","Illumina Human Methylation 450","da91de9c-8bdf-4855-be3d-d3960b6fe1fc","Methylation array","TCGA-LUSC","Solid_Tissue Normal","R02C02","6055424054","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/6055424054_R02C02"
"215e6430-f923-4bf5-b5d6-52f1e10e89cf","6042308078_R01C02_Red.idat","Raw microarray data","Illumina Human Methylation 450","215e6430-f923-4bf5-b5d6-52f1e10e89cf","Methylation array","TCGA-LUSC","Primary_Tumor","R01C02","6042308078","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/6042308078_R01C02"
"6eb08f2c-f9df-4d8f-85e8-019c665e273a","6264496025_R06C01_Grn.idat","Raw microarray data","Illumina Human Methylation 450","6eb08f2c-f9df-4d8f-85e8-019c665e273a","Methylation array","TCGA-LUSC","Primary_Tumor","R06C01","6264496025","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/6264496025_R06C01"
"9ff88ff9-4a2e-482f-a8ae-6bb982f17765","6285633079_R01C02_Grn.idat","Raw microarray data","Illumina Human Methylation 450","9ff88ff9-4a2e-482f-a8ae-6bb982f17765","Methylation array","TCGA-LUSC","Primary_Tumor","R01C02","6285633079","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/6285633079_R01C02"
"6776ad9d-1a1b-484f-b9cd-3f35938e98a9","6264488074_R03C02_Red.idat","Raw microarray data","Illumina Human Methylation 450","6776ad9d-1a1b-484f-b9cd-3f35938e98a9","Methylation array","TCGA-LUSC","Primary_Tumor","R03C02","6264488074","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/6264488074_R03C02"
"3b95f5ae-1aef-47a6-98bc-248a064eb095","8784241020_R03C01_Red.idat","Raw microarray data","Illumina Human Methylation 450","3b95f5ae-1aef-47a6-98bc-248a064eb095","Methylation array","TCGA-LUSC","Primary_Tumor","R03C01","8784241020","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/8784241020_R03C01"
"a43cfbea-b544-4531-80c0-550efa2c7261","3999492078_R03C01_Grn.idat","Raw microarray data","Illumina Human Methylation 450","a43cfbea-b544-4531-80c0-550efa2c7261","Methylation array","TCGA-LUSC","Primary_Tumor","R03C01","3999492078","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/3999492078_R03C01"
"5e92acda-32a2-4bbb-9835-e3e9e11d1b88","6042308120_R01C01_Grn.idat","Raw microarray data","Illumina Human Methylation 450","5e92acda-32a2-4bbb-9835-e3e9e11d1b88","Methylation array","TCGA-LUSC","Solid_Tissue Normal","R01C01","6042308120","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/6042308120_R01C01"
"89ee0d1b-0fb2-4004-b429-1ba98d9a41ba","9305216133_R03C02_Red.idat","Raw microarray data","Illumina Human Methylation 450","89ee0d1b-0fb2-4004-b429-1ba98d9a41ba","Methylation array","TCGA-LUSC","Primary_Tumor","R03C02","9305216133","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/9305216133_R03C02"
"96370fad-80b0-4bf7-910a-0447c3cc2dae","6929742070_R03C02_Red.idat","Raw microarray data","Illumina Human Methylation 450","96370fad-80b0-4bf7-910a-0447c3cc2dae","Methylation array","TCGA-LUSC","Primary_Tumor","R03C02","6929742070","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/6929742070_R03C02"
"c221b4d8-f881-444a-9e63-fd16a650054d","6042308078_R02C01_Grn.idat","Raw microarray data","Illumina Human Methylation 450","c221b4d8-f881-444a-9e63-fd16a650054d","Methylation array","TCGA-LUSC","Solid_Tissue Normal","R02C01","6042308078","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/6042308078_R02C01"
"f2308994-434d-4bb8-9cf8-d99890dcb847","8784241001_R04C02_Grn.idat","Raw microarray data","Illumina Human Methylation 450","f2308994-434d-4bb8-9cf8-d99890dcb847","Methylation array","TCGA-LUSC","Primary_Tumor","R04C02","8784241001","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/8784241001_R04C02"
"fe494f8c-dcf4-43dc-9326-479164b606f1","6264488071_R03C02_Grn.idat","Raw microarray data","Illumina Human Methylation 450","fe494f8c-dcf4-43dc-9326-479164b606f1","Methylation array","TCGA-LUSC","Primary_Tumor","R03C02","6264488071","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/6264488071_R03C02"
"9c9b71be-9231-4e08-8aa8-ee1e4d8fa042","9305216126_R06C01_Red.idat","Raw microarray data","Illumina Human Methylation 450","9c9b71be-9231-4e08-8aa8-ee1e4d8fa042","Methylation array","TCGA-LUSC","Primary_Tumor","R06C01","9305216126","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/9305216126_R06C01"
"f967acca-f142-4ea6-913e-1750ca54db89","8784225054_R01C01_Red.idat","Raw microarray data","Illumina Human Methylation 450","f967acca-f142-4ea6-913e-1750ca54db89","Methylation array","TCGA-LUSC","Primary_Tumor","R01C01","8784225054","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/8784225054_R01C01"
"ae46a6e0-d754-49bb-9905-2cc3d87498f6","6264488071_R04C02_Grn.idat","Raw microarray data","Illumina Human Methylation 450","ae46a6e0-d754-49bb-9905-2cc3d87498f6","Methylation array","TCGA-LUSC","Primary_Tumor","R04C02","6264488071","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/6264488071_R04C02"
"105998f3-452f-47d6-b21c-e797d22ddc53","6057825034_R02C01_Red.idat","Raw microarray data","Illumina Human Methylation 450","105998f3-452f-47d6-b21c-e797d22ddc53","Methylation array","TCGA-LUSC","Primary_Tumor","R02C01","6057825034","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/6057825034_R02C01"
"ca22e415-c259-404e-8ca9-f9e9fa4b71f6","9283265127_R04C02_Red.idat","Raw microarray data","Illumina Human Methylation 450","ca22e415-c259-404e-8ca9-f9e9fa4b71f6","Methylation array","TCGA-LUSC","Primary_Tumor","R04C02","9283265127","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/9283265127_R04C02"
"7900e4c0-b8c3-421e-83f5-650c971041d0","6042308120_R05C02_Red.idat","Raw microarray data","Illumina Human Methylation 450","7900e4c0-b8c3-421e-83f5-650c971041d0","Methylation array","TCGA-LUSC","Primary_Tumor","R05C02","6042308120","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/6042308120_R05C02"
"d5e03b84-72d2-4b9e-adc2-91cfaa11a1ce","6285633083_R06C01_Grn.idat","Raw microarray data","Illumina Human Methylation 450","d5e03b84-72d2-4b9e-adc2-91cfaa11a1ce","Methylation array","TCGA-LUSC","Primary_Tumor","R06C01","6285633083","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/6285633083_R06C01"
"fef98dd3-7bd7-4f77-a716-81bf74b6ea3d","8784225054_R06C01_Red.idat","Raw microarray data","Illumina Human Methylation 450","fef98dd3-7bd7-4f77-a716-81bf74b6ea3d","Methylation array","TCGA-LUSC","Primary_Tumor","R06C01","8784225054","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/8784225054_R06C01"
"5327dfb6-0f56-49c2-b170-5c808cd51faf","6057825048_R03C01_Red.idat","Raw microarray data","Illumina Human Methylation 450","5327dfb6-0f56-49c2-b170-5c808cd51faf","Methylation array","TCGA-LUSC","Primary_Tumor","R03C01","6057825048","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/6057825048_R03C01"
"ae11e867-b1e8-4667-a78b-fd2c1cff97d8","6042308078_R02C02_Grn.idat","Raw microarray data","Illumina Human Methylation 450","ae11e867-b1e8-4667-a78b-fd2c1cff97d8","Methylation array","TCGA-LUSC","Solid_Tissue Normal","R02C02","6042308078","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/6042308078_R02C02"
"aa4777b6-22fc-4b70-bdc6-2a79ef662f96","8784241048_R03C02_Red.idat","Raw microarray data","Illumina Human Methylation 450","aa4777b6-22fc-4b70-bdc6-2a79ef662f96","Methylation array","TCGA-LUSC","Primary_Tumor","R03C02","8784241048","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/8784241048_R03C02"
"4fac7d00-49e5-405e-9cd0-caa4abf72c57","6264488071_R06C02_Grn.idat","Raw microarray data","Illumina Human Methylation 450","4fac7d00-49e5-405e-9cd0-caa4abf72c57","Methylation array","TCGA-LUSC","Primary_Tumor","R06C02","6264488071","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/6264488071_R06C02"
"f85bf2a9-b13a-4e56-82b3-4243ed23756e","6929742073_R04C02_Grn.idat","Raw microarray data","Illumina Human Methylation 450","f85bf2a9-b13a-4e56-82b3-4243ed23756e","Methylation array","TCGA-LUSC","Primary_Tumor","R04C02","6929742073","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/6929742073_R04C02"
"da1f685d-4471-4de7-8509-8bc7cfe7591d","6055424076_R04C01_Red.idat","Raw microarray data","Illumina Human Methylation 450","da1f685d-4471-4de7-8509-8bc7cfe7591d","Methylation array","TCGA-LUSC","Solid_Tissue Normal","R04C01","6055424076","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/6055424076_R04C01"
"21460270-f383-442a-83df-a3cc041e7ad1","6285633040_R01C02_Grn.idat","Raw microarray data","Illumina Human Methylation 450","21460270-f383-442a-83df-a3cc041e7ad1","Methylation array","TCGA-LUSC","Primary_Tumor","R01C02","6285633040","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/6285633040_R01C02"
"c2c8b404-93d3-4d6a-a900-4d86594abc2f","6055424054_R05C02_Grn.idat","Raw microarray data","Illumina Human Methylation 450","c2c8b404-93d3-4d6a-a900-4d86594abc2f","Methylation array","TCGA-LUSC","Solid_Tissue Normal","R05C02","6055424054","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/6055424054_R05C02"
"790924ec-fd38-4f4d-80f7-6d92b28a6550","6055424086_R04C01_Red.idat","Raw microarray data","Illumina Human Methylation 450","790924ec-fd38-4f4d-80f7-6d92b28a6550","Methylation array","TCGA-LUSC","Solid_Tissue Normal","R04C01","6055424086","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/6055424086_R04C01"
"98532fb8-ebbd-400a-851a-b3b5edbfbc67","9305216074_R05C01_Red.idat","Raw microarray data","Illumina Human Methylation 450","98532fb8-ebbd-400a-851a-b3b5edbfbc67","Methylation array","TCGA-LUSC","Primary_Tumor","R05C01","9305216074","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/9305216074_R05C01"
"e1e3f089-1f02-40e1-a3c2-8a86c4abc180","9305216074_R02C01_Red.idat","Raw microarray data","Illumina Human Methylation 450","e1e3f089-1f02-40e1-a3c2-8a86c4abc180","Methylation array","TCGA-LUSC","Primary_Tumor","R02C01","9305216074","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/9305216074_R02C01"
"ca51439f-dfcd-49b6-a255-4a21509c08e5","6055424054_R03C01_Grn.idat","Raw microarray data","Illumina Human Methylation 450","ca51439f-dfcd-49b6-a255-4a21509c08e5","Methylation array","TCGA-LUSC","Primary_Tumor","R03C01","6055424054","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/6055424054_R03C01"
"e5806c81-18f2-476e-bd8d-035d120801ae","9305216133_R02C02_Grn.idat","Raw microarray data","Illumina Human Methylation 450","e5806c81-18f2-476e-bd8d-035d120801ae","Methylation array","TCGA-LUSC","Primary_Tumor","R02C02","9305216133","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/9305216133_R02C02"
"95d46799-a551-4460-a66a-3c789e9a4cf6","9283265142_R04C01_Grn.idat","Raw microarray data","Illumina Human Methylation 450","95d46799-a551-4460-a66a-3c789e9a4cf6","Methylation array","TCGA-LUSC","Primary_Tumor","R04C01","9283265142","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/9283265142_R04C01"
"8e4b5296-4f39-43a5-b9e7-aac91d02e1de","6042308087_R06C01_Red.idat","Raw microarray data","Illumina Human Methylation 450","8e4b5296-4f39-43a5-b9e7-aac91d02e1de","Methylation array","TCGA-LUSC","Solid_Tissue Normal","R06C01","6042308087","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/6042308087_R06C01"
"335b144d-602f-42d6-b457-8c81728765f9","9305216074_R06C01_Grn.idat","Raw microarray data","Illumina Human Methylation 450","335b144d-602f-42d6-b457-8c81728765f9","Methylation array","TCGA-LUSC","Primary_Tumor","R06C01","9305216074","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/9305216074_R06C01"
"96c09539-802e-4ceb-956c-27df8f10b858","9283265142_R06C01_Red.idat","Raw microarray data","Illumina Human Methylation 450","96c09539-802e-4ceb-956c-27df8f10b858","Methylation array","TCGA-LUSC","Primary_Tumor","R06C01","9283265142","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/9283265142_R06C01"
"4b2faf54-01fc-40c8-b9ae-6b3c2367fe52","8784241130_R06C02_Red.idat","Raw microarray data","Illumina Human Methylation 450","4b2faf54-01fc-40c8-b9ae-6b3c2367fe52","Methylation array","TCGA-LUSC","Primary_Tumor","R06C02","8784241130","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/8784241130_R06C02"
"3cef06b6-1184-4346-bbcc-9c6fb419935c","6929742073_R02C02_Red.idat","Raw microarray data","Illumina Human Methylation 450","3cef06b6-1184-4346-bbcc-9c6fb419935c","Methylation array","TCGA-LUSC","Primary_Tumor","R02C02","6929742073","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/6929742073_R02C02"
"0f10f8c4-5876-4ee7-b9a1-74932c5faa29","7786923091_R06C01_Red.idat","Raw microarray data","Illumina Human Methylation 450","0f10f8c4-5876-4ee7-b9a1-74932c5faa29","Methylation array","TCGA-LUSC","Primary_Tumor","R06C01","7786923091","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/7786923091_R06C01"
"c18c2c74-82f8-4733-8acf-07203770eaf8","8784241130_R02C02_Red.idat","Raw microarray data","Illumina Human Methylation 450","c18c2c74-82f8-4733-8acf-07203770eaf8","Methylation array","TCGA-LUSC","Primary_Tumor","R02C02","8784241130","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/8784241130_R02C02"
"aa0a2429-f00e-471a-a3dc-4ffab34bb8ea","9283265144_R05C01_Red.idat","Raw microarray data","Illumina Human Methylation 450","aa0a2429-f00e-471a-a3dc-4ffab34bb8ea","Methylation array","TCGA-LUSC","Primary_Tumor","R05C01","9283265144","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/9283265144_R05C01"
"4fabb38b-ea4c-429a-a907-5bb76a052306","6055424084_R02C01_Grn.idat","Raw microarray data","Illumina Human Methylation 450","4fabb38b-ea4c-429a-a907-5bb76a052306","Methylation array","TCGA-LUSC","Solid_Tissue Normal","R02C01","6055424084","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/6055424084_R02C01"
"cbc8f40d-f142-4cac-b9e7-4f0b4104e866","9305216121_R01C02_Grn.idat","Raw microarray data","Illumina Human Methylation 450","cbc8f40d-f142-4cac-b9e7-4f0b4104e866","Methylation array","TCGA-LUSC","Primary_Tumor","R01C02","9305216121","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/9305216121_R01C02"
"3415ed96-d230-43d8-8840-0266efe295c1","6285633083_R02C01_Red.idat","Raw microarray data","Illumina Human Methylation 450","3415ed96-d230-43d8-8840-0266efe295c1","Methylation array","TCGA-LUSC","Primary_Tumor","R02C01","6285633083","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/6285633083_R02C01"
"bb4279d8-9c9c-40ca-875f-43ab3b5b6678","9283265142_R05C02_Grn.idat","Raw microarray data","Illumina Human Methylation 450","bb4279d8-9c9c-40ca-875f-43ab3b5b6678","Methylation array","TCGA-LUSC","Primary_Tumor","R05C02","9283265142","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/9283265142_R05C02"
"b0e90b0e-d092-4860-b4ad-2b5536eb9173","8784225109_R03C01_Red.idat","Raw microarray data","Illumina Human Methylation 450","b0e90b0e-d092-4860-b4ad-2b5536eb9173","Methylation array","TCGA-LUSC","Primary_Tumor","R03C01","8784225109","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/8784225109_R03C01"
"74f6a25a-13ad-4861-a179-0ccc6be96a1b","9305216133_R06C01_Red.idat","Raw microarray data","Illumina Human Methylation 450","74f6a25a-13ad-4861-a179-0ccc6be96a1b","Methylation array","TCGA-LUSC","Primary_Tumor","R06C01","9305216133","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/9305216133_R06C01"
"22f855ce-6df8-4825-ac36-4cc79f6fd217","6264496026_R04C02_Grn.idat","Raw microarray data","Illumina Human Methylation 450","22f855ce-6df8-4825-ac36-4cc79f6fd217","Methylation array","TCGA-LUSC","Primary_Tumor","R04C02","6264496026","./GDCdata/TCGA-LUSC/legacy/Raw_microarray_data/Raw_intensities/6264496026_R04C02"
